,Account number,Organization,Row,RowName,evaluation_status,scope3_emissions
39736,31588,"Copa Holdings, S.A.",8,Upstream leased assets,Not evaluated,Question not applicable
39737,31588,"Copa Holdings, S.A.",9,Downstream transportation and distribution,Not evaluated,Question not applicable
39738,31588,"Copa Holdings, S.A.",10,Processing of sold products,Not evaluated,Question not applicable
39739,31588,"Copa Holdings, S.A.",11,Use of sold products,Not evaluated,Question not applicable
39740,31588,"Copa Holdings, S.A.",12,End of life treatment of sold products,Not evaluated,Question not applicable
39741,31588,"Copa Holdings, S.A.",13,Downstream leased assets,Not evaluated,Question not applicable
39742,31588,"Copa Holdings, S.A.",14,Franchises,Not evaluated,Question not applicable
39743,31588,"Copa Holdings, S.A.",15,Investments,Not evaluated,Question not applicable
39744,31588,"Copa Holdings, S.A.",16,Other (upstream),Not evaluated,Question not applicable
39745,31588,"Copa Holdings, S.A.",17,Other (downstream),Not evaluated,Question not applicable
44030,36606,Marathon Petroleum,1,Purchased goods and services,"Relevant, calculated",62000000
44031,36606,Marathon Petroleum,2,Capital goods,"Not relevant, explanation provided",Question not applicable
44032,36606,Marathon Petroleum,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
44033,36606,Marathon Petroleum,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
44034,36606,Marathon Petroleum,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
44035,36606,Marathon Petroleum,6,Business travel,"Not relevant, explanation provided",Question not applicable
44036,36606,Marathon Petroleum,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
44037,36606,Marathon Petroleum,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
44038,36606,Marathon Petroleum,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
44039,36606,Marathon Petroleum,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
44040,36606,Marathon Petroleum,11,Use of sold products,"Relevant, calculated",404000000
44041,36606,Marathon Petroleum,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
44042,36606,Marathon Petroleum,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
44043,36606,Marathon Petroleum,14,Franchises,"Not relevant, explanation provided",Question not applicable
44044,36606,Marathon Petroleum,15,Investments,"Not relevant, explanation provided",Question not applicable
44045,36606,Marathon Petroleum,16,Other (upstream),,Question not applicable
44046,36606,Marathon Petroleum,17,Other (downstream),,Question not applicable
44200,36707,"International Consolidated Airlines Group, S.A.",1,Purchased goods and services,"Relevant, calculated",268
44201,36707,"International Consolidated Airlines Group, S.A.",2,Capital goods,"Relevant, calculated",232000
44202,36707,"International Consolidated Airlines Group, S.A.",3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",4385293
44203,36707,"International Consolidated Airlines Group, S.A.",4,Upstream transportation and distribution,"Relevant, calculated",3477
44204,36707,"International Consolidated Airlines Group, S.A.",5,Waste generated in operations,"Relevant, calculated",2790
44205,36707,"International Consolidated Airlines Group, S.A.",6,Business travel,"Relevant, calculated",3853
44206,36707,"International Consolidated Airlines Group, S.A.",7,Employee commuting,"Relevant, calculated",7294
44207,36707,"International Consolidated Airlines Group, S.A.",8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
44208,36707,"International Consolidated Airlines Group, S.A.",9,Downstream transportation and distribution,"Relevant, calculated",165037
44209,36707,"International Consolidated Airlines Group, S.A.",10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
44210,36707,"International Consolidated Airlines Group, S.A.",11,Use of sold products,"Relevant, calculated",152268
44211,36707,"International Consolidated Airlines Group, S.A.",12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
44212,36707,"International Consolidated Airlines Group, S.A.",13,Downstream leased assets,"Relevant, calculated",52860
44213,36707,"International Consolidated Airlines Group, S.A.",14,Franchises,"Relevant, calculated",475576
44214,36707,"International Consolidated Airlines Group, S.A.",15,Investments,"Not relevant, explanation provided",Question not applicable
44215,36707,"International Consolidated Airlines Group, S.A.",16,Other (upstream),"Not relevant, explanation provided",Question not applicable
44216,36707,"International Consolidated Airlines Group, S.A.",17,Other (downstream),"Not relevant, explanation provided",Question not applicable
44608,36979,SK Innovation Co Ltd,1,Purchased goods and services,"Relevant, calculated",20050022
44609,36979,SK Innovation Co Ltd,2,Capital goods,"Not relevant, explanation provided",Question not applicable
44610,36979,SK Innovation Co Ltd,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",484765
44611,36979,SK Innovation Co Ltd,4,Upstream transportation and distribution,"Relevant, calculated",1079656
44612,36979,SK Innovation Co Ltd,5,Waste generated in operations,"Relevant, calculated",41705
44613,36979,SK Innovation Co Ltd,6,Business travel,"Relevant, calculated",3921
44614,36979,SK Innovation Co Ltd,7,Employee commuting,"Relevant, calculated",19363
44615,36979,SK Innovation Co Ltd,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
44616,36979,SK Innovation Co Ltd,9,Downstream transportation and distribution,"Relevant, calculated",470049
44617,36979,SK Innovation Co Ltd,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
44618,36979,SK Innovation Co Ltd,11,Use of sold products,"Relevant, calculated",103239356
44619,36979,SK Innovation Co Ltd,12,End of life treatment of sold products,"Relevant, calculated",6745847
44620,36979,SK Innovation Co Ltd,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
44621,36979,SK Innovation Co Ltd,14,Franchises,"Not relevant, explanation provided",Question not applicable
44622,36979,SK Innovation Co Ltd,15,Investments,"Not relevant, explanation provided",Question not applicable
44623,36979,SK Innovation Co Ltd,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
44624,36979,SK Innovation Co Ltd,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
49589,44253,Grupo Aeromexico SAB de CV,1,Purchased goods and services,"Not relevant, calculated",213
49590,44253,Grupo Aeromexico SAB de CV,2,Capital goods,"Relevant, not yet calculated",Question not applicable
49591,44253,Grupo Aeromexico SAB de CV,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",788748
49592,44253,Grupo Aeromexico SAB de CV,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
49593,44253,Grupo Aeromexico SAB de CV,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
49594,44253,Grupo Aeromexico SAB de CV,6,Business travel,"Relevant, calculated",318
49595,44253,Grupo Aeromexico SAB de CV,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
49596,44253,Grupo Aeromexico SAB de CV,8,Upstream leased assets,"Not relevant, calculated",5
49597,44253,Grupo Aeromexico SAB de CV,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
49598,44253,Grupo Aeromexico SAB de CV,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
49599,44253,Grupo Aeromexico SAB de CV,11,Use of sold products,"Relevant, not yet calculated",Question not applicable
49600,44253,Grupo Aeromexico SAB de CV,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
49601,44253,Grupo Aeromexico SAB de CV,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
49602,44253,Grupo Aeromexico SAB de CV,14,Franchises,"Not relevant, explanation provided",Question not applicable
49603,44253,Grupo Aeromexico SAB de CV,15,Investments,"Not relevant, explanation provided",Question not applicable
49604,44253,Grupo Aeromexico SAB de CV,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
49605,44253,Grupo Aeromexico SAB de CV,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
54230,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,1,Purchased goods and services,"Relevant, calculated",90807.16
54231,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,2,Capital goods,"Relevant, calculated",29700.6
54232,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",519471.35
54233,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
54234,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,5,Waste generated in operations,"Not relevant, calculated",67.47
54235,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,6,Business travel,"Not relevant, explanation provided",Question not applicable
54236,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,7,Employee commuting,"Relevant, calculated",7443.75
54237,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
54238,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
54239,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
54240,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
54241,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
54242,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
54243,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,14,Franchises,"Not relevant, explanation provided",Question not applicable
54244,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,15,Investments,"Not relevant, explanation provided",Question not applicable
54245,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
54246,49618,PEGASUS HAVA TAŞIMACILIĞI A.Ş.,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
54842,50174,Avianca Group,1,Purchased goods and services,"Relevant, calculated",19614.36
54843,50174,Avianca Group,2,Capital goods,"Not relevant, explanation provided",Question not applicable
54844,50174,Avianca Group,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",87401.19
54845,50174,Avianca Group,4,Upstream transportation and distribution,"Relevant, calculated",572.49
54846,50174,Avianca Group,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
54847,50174,Avianca Group,6,Business travel,"Relevant, calculated",2135
54848,50174,Avianca Group,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
54849,50174,Avianca Group,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
54850,50174,Avianca Group,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
54851,50174,Avianca Group,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
54852,50174,Avianca Group,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
54853,50174,Avianca Group,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
54854,50174,Avianca Group,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
54855,50174,Avianca Group,14,Franchises,"Not relevant, explanation provided",Question not applicable
54856,50174,Avianca Group,15,Investments,"Not relevant, explanation provided",Question not applicable
54857,50174,Avianca Group,16,Other (upstream),,Question not applicable
54858,50174,Avianca Group,17,Other (downstream),,Question not applicable
64940,58656,NFI Group Inc.,1,Purchased goods and services,"Relevant, not yet calculated",Question not applicable
64941,58656,NFI Group Inc.,2,Capital goods,"Relevant, not yet calculated",Question not applicable
64942,58656,NFI Group Inc.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, not yet calculated",Question not applicable
64943,58656,NFI Group Inc.,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
64944,58656,NFI Group Inc.,5,Waste generated in operations,"Relevant, not yet calculated",Question not applicable
64945,58656,NFI Group Inc.,6,Business travel,"Relevant, not yet calculated",Question not applicable
64946,58656,NFI Group Inc.,7,Employee commuting,"Relevant, not yet calculated",Question not applicable
64947,58656,NFI Group Inc.,8,Upstream leased assets,"Relevant, not yet calculated",Question not applicable
64948,58656,NFI Group Inc.,9,Downstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
64949,58656,NFI Group Inc.,10,Processing of sold products,"Relevant, not yet calculated",Question not applicable
64950,58656,NFI Group Inc.,11,Use of sold products,"Relevant, not yet calculated",Question not applicable
64951,58656,NFI Group Inc.,12,End of life treatment of sold products,"Relevant, not yet calculated",Question not applicable
64952,58656,NFI Group Inc.,13,Downstream leased assets,"Relevant, not yet calculated",Question not applicable
64953,58656,NFI Group Inc.,14,Franchises,"Relevant, not yet calculated",Question not applicable
64954,58656,NFI Group Inc.,15,Investments,"Relevant, not yet calculated",Question not applicable
64955,58656,NFI Group Inc.,16,Other (upstream),"Relevant, not yet calculated",Question not applicable
64956,58656,NFI Group Inc.,17,Other (downstream),"Relevant, not yet calculated",Question not applicable
65059,58720,Wizz Air Holdings,1,Purchased goods and services,"Relevant, calculated",343622.35
65060,58720,Wizz Air Holdings,2,Capital goods,"Relevant, calculated",2474.2
65061,58720,Wizz Air Holdings,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",996175.7
65062,58720,Wizz Air Holdings,4,Upstream transportation and distribution,"Relevant, calculated",6401.01
65063,58720,Wizz Air Holdings,5,Waste generated in operations,"Relevant, calculated",1346.03
65064,58720,Wizz Air Holdings,6,Business travel,"Relevant, calculated",20549.92
65065,58720,Wizz Air Holdings,7,Employee commuting,"Not relevant, calculated",10747.39
65066,58720,Wizz Air Holdings,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
65067,58720,Wizz Air Holdings,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
65068,58720,Wizz Air Holdings,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
65069,58720,Wizz Air Holdings,11,Use of sold products,"Relevant, calculated",149.06
65070,58720,Wizz Air Holdings,12,End of life treatment of sold products,"Not relevant, calculated",135.9
65071,58720,Wizz Air Holdings,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
65072,58720,Wizz Air Holdings,14,Franchises,"Not relevant, explanation provided",Question not applicable
65073,58720,Wizz Air Holdings,15,Investments,"Not relevant, explanation provided",Question not applicable
65074,58720,Wizz Air Holdings,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
65075,58720,Wizz Air Holdings,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
65926,59325,Ferrari,1,Purchased goods and services,"Relevant, calculated",303419
65927,59325,Ferrari,2,Capital goods,"Relevant, calculated",103466
65928,59325,Ferrari,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",14417
65929,59325,Ferrari,4,Upstream transportation and distribution,"Relevant, calculated",20314
65930,59325,Ferrari,5,Waste generated in operations,Not evaluated,Question not applicable
65931,59325,Ferrari,6,Business travel,"Relevant, calculated",3716
65932,59325,Ferrari,7,Employee commuting,"Relevant, calculated",5712
65933,59325,Ferrari,8,Upstream leased assets,Not evaluated,Question not applicable
65934,59325,Ferrari,9,Downstream transportation and distribution,"Relevant, calculated",12809
65935,59325,Ferrari,10,Processing of sold products,Not evaluated,Question not applicable
65936,59325,Ferrari,11,Use of sold products,"Relevant, calculated",227629
65937,59325,Ferrari,12,End of life treatment of sold products,Not evaluated,Question not applicable
65938,59325,Ferrari,13,Downstream leased assets,Not evaluated,Question not applicable
65939,59325,Ferrari,14,Franchises,"Relevant, calculated",50433
65940,59325,Ferrari,15,Investments,Not evaluated,Question not applicable
65941,59325,Ferrari,16,Other (upstream),Not evaluated,Question not applicable
65942,59325,Ferrari,17,Other (downstream),Not evaluated,Question not applicable
66011,59365,Chorus Aviation,1,Purchased goods and services,"Not relevant, explanation provided",Question not applicable
66012,59365,Chorus Aviation,2,Capital goods,Not evaluated,Question not applicable
66013,59365,Chorus Aviation,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),Not evaluated,Question not applicable
66014,59365,Chorus Aviation,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
66015,59365,Chorus Aviation,5,Waste generated in operations,"Relevant, not yet calculated",Question not applicable
66016,59365,Chorus Aviation,6,Business travel,"Relevant, not yet calculated",Question not applicable
66017,59365,Chorus Aviation,7,Employee commuting,"Relevant, not yet calculated",Question not applicable
66018,59365,Chorus Aviation,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
66019,59365,Chorus Aviation,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
66020,59365,Chorus Aviation,10,Processing of sold products,Not evaluated,Question not applicable
66021,59365,Chorus Aviation,11,Use of sold products,Not evaluated,Question not applicable
66022,59365,Chorus Aviation,12,End of life treatment of sold products,Not evaluated,Question not applicable
66023,59365,Chorus Aviation,13,Downstream leased assets,"Relevant, calculated",1369720
66024,59365,Chorus Aviation,14,Franchises,"Not relevant, explanation provided",Question not applicable
66025,59365,Chorus Aviation,15,Investments,Not evaluated,Question not applicable
66026,59365,Chorus Aviation,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
66027,59365,Chorus Aviation,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
74035,73994,Azul Sa,1,Purchased goods and services,"Not relevant, calculated",73.08
74036,73994,Azul Sa,2,Capital goods,"Not relevant, explanation provided",Question not applicable
74037,73994,Azul Sa,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",782156.16
74038,73994,Azul Sa,4,Upstream transportation and distribution,"Relevant, calculated",88490.98
74039,73994,Azul Sa,5,Waste generated in operations,"Relevant, calculated",245.08
74040,73994,Azul Sa,6,Business travel,"Not relevant, calculated",7.02
74041,73994,Azul Sa,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
74042,73994,Azul Sa,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
74043,73994,Azul Sa,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
74044,73994,Azul Sa,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
74045,73994,Azul Sa,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
74046,73994,Azul Sa,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
74047,73994,Azul Sa,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
74048,73994,Azul Sa,14,Franchises,"Not relevant, calculated",404.19
74049,73994,Azul Sa,15,Investments,"Not relevant, explanation provided",Question not applicable
74050,73994,Azul Sa,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
74051,73994,Azul Sa,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
89233,839615,KazMunayGas National Company JCS,1,Purchased goods and services,"Relevant, not yet calculated",Question not applicable
89234,839615,KazMunayGas National Company JCS,2,Capital goods,"Relevant, not yet calculated",Question not applicable
89235,839615,KazMunayGas National Company JCS,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),Not evaluated,Question not applicable
89236,839615,KazMunayGas National Company JCS,4,Upstream transportation and distribution,Not evaluated,Question not applicable
89237,839615,KazMunayGas National Company JCS,5,Waste generated in operations,"Relevant, not yet calculated",Question not applicable
89238,839615,KazMunayGas National Company JCS,6,Business travel,"Relevant, not yet calculated",Question not applicable
89239,839615,KazMunayGas National Company JCS,7,Employee commuting,Not evaluated,Question not applicable
89240,839615,KazMunayGas National Company JCS,8,Upstream leased assets,Not evaluated,Question not applicable
89241,839615,KazMunayGas National Company JCS,9,Downstream transportation and distribution,Not evaluated,Question not applicable
89242,839615,KazMunayGas National Company JCS,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
89243,839615,KazMunayGas National Company JCS,11,Use of sold products,"Relevant, calculated",61759971.44
89244,839615,KazMunayGas National Company JCS,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
89245,839615,KazMunayGas National Company JCS,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
89246,839615,KazMunayGas National Company JCS,14,Franchises,"Not relevant, explanation provided",Question not applicable
89247,839615,KazMunayGas National Company JCS,15,Investments,"Not relevant, explanation provided",Question not applicable
89248,839615,KazMunayGas National Company JCS,16,Other (upstream),,Question not applicable
89249,839615,KazMunayGas National Company JCS,17,Other (downstream),,Question not applicable
90457,840836,Volvo Car Group,1,Purchased goods and services,"Relevant, calculated",12113000
90458,840836,Volvo Car Group,2,Capital goods,"Not relevant, explanation provided",Question not applicable
90459,840836,Volvo Car Group,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
90460,840836,Volvo Car Group,4,Upstream transportation and distribution,"Relevant, calculated",770000
90461,840836,Volvo Car Group,5,Waste generated in operations,"Relevant, calculated",7000
90462,840836,Volvo Car Group,6,Business travel,"Relevant, calculated",33000
90463,840836,Volvo Car Group,7,Employee commuting,"Relevant, calculated",70000
90464,840836,Volvo Car Group,8,Upstream leased assets,"Relevant, calculated",0
90465,840836,Volvo Car Group,9,Downstream transportation and distribution,"Relevant, calculated",486000
90466,840836,Volvo Car Group,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
90467,840836,Volvo Car Group,11,Use of sold products,"Relevant, calculated",23541000
90468,840836,Volvo Car Group,12,End of life treatment of sold products,"Relevant, calculated",402000
90469,840836,Volvo Car Group,13,Downstream leased assets,"Relevant, calculated",4000
90470,840836,Volvo Car Group,14,Franchises,"Relevant, calculated",502000
90471,840836,Volvo Car Group,15,Investments,"Not relevant, explanation provided",Question not applicable
90472,840836,Volvo Car Group,16,Other (upstream),,Question not applicable
90473,840836,Volvo Car Group,17,Other (downstream),,Question not applicable
100810,849766,Petroliam Nasional Berhad (PETRONAS),1,Purchased goods and services,"Relevant, not yet calculated",Question not applicable
100811,849766,Petroliam Nasional Berhad (PETRONAS),2,Capital goods,Not evaluated,Question not applicable
100812,849766,Petroliam Nasional Berhad (PETRONAS),3,Fuel-and-energy-related activities (not included in Scope 1 or 2),Not evaluated,Question not applicable
100813,849766,Petroliam Nasional Berhad (PETRONAS),4,Upstream transportation and distribution,Not evaluated,Question not applicable
100814,849766,Petroliam Nasional Berhad (PETRONAS),5,Waste generated in operations,Not evaluated,Question not applicable
100815,849766,Petroliam Nasional Berhad (PETRONAS),6,Business travel,Not evaluated,Question not applicable
100816,849766,Petroliam Nasional Berhad (PETRONAS),7,Employee commuting,Not evaluated,Question not applicable
100817,849766,Petroliam Nasional Berhad (PETRONAS),8,Upstream leased assets,Not evaluated,Question not applicable
100818,849766,Petroliam Nasional Berhad (PETRONAS),9,Downstream transportation and distribution,Not evaluated,Question not applicable
100819,849766,Petroliam Nasional Berhad (PETRONAS),10,Processing of sold products,"Relevant, not yet calculated",Question not applicable
100820,849766,Petroliam Nasional Berhad (PETRONAS),11,Use of sold products,"Relevant, calculated",307610000
100821,849766,Petroliam Nasional Berhad (PETRONAS),12,End of life treatment of sold products,"Relevant, not yet calculated",Question not applicable
100822,849766,Petroliam Nasional Berhad (PETRONAS),13,Downstream leased assets,"Relevant, not yet calculated",Question not applicable
100823,849766,Petroliam Nasional Berhad (PETRONAS),14,Franchises,Not evaluated,Question not applicable
100824,849766,Petroliam Nasional Berhad (PETRONAS),15,Investments,"Relevant, not yet calculated",Question not applicable
100825,849766,Petroliam Nasional Berhad (PETRONAS),16,Other (upstream),,Question not applicable
100826,849766,Petroliam Nasional Berhad (PETRONAS),17,Other (downstream),,Question not applicable
125409,866803,Mercedes-Benz Group AG,1,Purchased goods and services,"Relevant, calculated",21300500
125410,866803,Mercedes-Benz Group AG,2,Capital goods,"Not relevant, explanation provided",Question not applicable
125411,866803,Mercedes-Benz Group AG,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
125412,866803,Mercedes-Benz Group AG,4,Upstream transportation and distribution,"Relevant, calculated",1064000
125413,866803,Mercedes-Benz Group AG,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
125414,866803,Mercedes-Benz Group AG,6,Business travel,"Relevant, calculated",60650
125415,866803,Mercedes-Benz Group AG,7,Employee commuting,"Relevant, calculated",122800
125416,866803,Mercedes-Benz Group AG,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
125417,866803,Mercedes-Benz Group AG,9,Downstream transportation and distribution,"Relevant, calculated",1462000
125418,866803,Mercedes-Benz Group AG,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
125419,866803,Mercedes-Benz Group AG,11,Use of sold products,"Relevant, calculated",98000000
125420,866803,Mercedes-Benz Group AG,12,End of life treatment of sold products,"Relevant, calculated",1016000
125421,866803,Mercedes-Benz Group AG,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
125422,866803,Mercedes-Benz Group AG,14,Franchises,"Not relevant, explanation provided",Question not applicable
125423,866803,Mercedes-Benz Group AG,15,Investments,"Not relevant, explanation provided",Question not applicable
125424,866803,Mercedes-Benz Group AG,16,Other (upstream),,Question not applicable
125425,866803,Mercedes-Benz Group AG,17,Other (downstream),,Question not applicable
